Price,Close,High,Low,Open,Volume
Ticker,AUROPHARMA.NS,AUROPHARMA.NS,AUROPHARMA.NS,AUROPHARMA.NS,AUROPHARMA.NS
Date,,,,,
2021-03-24,830.9253540039062,837.430244082505,816.7020364202048,818.1583524411903,2890108
2021-03-25,815.6826171875,839.2263925752256,801.0708658809566,835.0515726261276,2706117
2021-03-26,825.2943725585938,832.5274214830685,813.8865624099919,819.1293243941144,1322272
2021-03-30,845.0516357421875,847.624425063407,827.4787208471708,836.9933066495744,1646607
2021-03-31,855.63427734375,859.2265357288369,840.2458935990136,845.6342515478157,1493574
2021-04-01,855.63427734375,861.1197585912961,841.1196477417711,853.4012710798278,1440078
2021-04-05,856.5079956054688,867.6245529273939,845.6341576169584,853.4011762862301,1559124
2021-04-06,866.7992553710938,868.8381332881017,852.9157216118668,856.5079795305154,1531825
2021-04-07,878.6439208984375,884.9060910812317,866.9933937705024,871.313809431974,1709966
2021-04-08,880.97412109375,893.0614965579342,879.6148691161177,883.9352851261099,1482404
2021-04-09,916.2169799804688,925.1975955947452,875.0517560562923,875.7313820624165,3906307
2021-04-12,888.5469360351562,921.6052969638412,879.614852830382,913.3043077207795,2974446
2021-04-13,882.770263671875,898.0615825091937,863.5954352885706,890.3916274528108,1693074
2021-04-15,888.5955200195312,904.8577160974631,873.7896400082798,890.2945554306584,4393581
2021-04-16,925.2461547851562,931.0714191384731,883.9838656158288,889.4207553091965,4381580
2021-04-19,937.7704467773438,945.6345295313721,905.0518685549644,927.1878600641277,4587771
2021-04-20,958.5472412109375,976.9453797165083,948.0617771857594,951.4598480717299,6961954
2021-04-22,964.275390625,985.4405048883125,946.6054110996106,959.1782845652328,7282560
2021-04-23,964.4210205078125,979.5182111539598,951.5568952389807,967.9162146260111,3345931
2021-04-26,942.9160766601562,970.8287999542749,938.5956606813628,969.906454637374,1910017
2021-04-27,944.2753295898438,955.1491682528905,935.6830883570196,947.6734004684425,1857238
2021-04-28,934.954833984375,952.4306252738025,931.11985682211,945.5859522036395,1451281
2021-04-29,939.0325927734375,960.1977073322645,934.0325506752696,936.9937147664729,2279268
2021-04-30,952.2849731445312,960.1976468188476,935.9257143916776,935.9257143916776,2009351
2021-05-03,940.5374755859375,957.527829983619,937.3821240549395,951.168594903446,1415097
2021-05-04,928.6442260742188,951.4598448016042,922.3335230219632,945.5860484275738,1676068
2021-05-05,988.401611328125,995.0521563063963,927.9645001420993,929.2266287651374,6019729
2021-05-06,979.6637573242188,1008.7415451896366,970.8773293451748,1004.8580358722559,4590785
2021-05-07,983.5472412109375,993.2074822396761,971.8481815463497,979.7122640076516,2295907
2021-05-10,1017.430908203125,1030.8290635222274,986.5084871939818,989.1784000027278,4114533
2021-05-11,1000.8775024414062,1032.9164555875557,989.2269740246247,1011.6056262493438,2669450
2021-05-12,987.6734008789062,1008.7414487633166,975.7801547313118,1004.760875796567,2777776
2021-05-14,977.3822021484375,996.9939357085174,966.4598323850122,992.139549146995,2359306
2021-05-17,973.1588134765625,987.3821892668974,971.071462888649,980.4889843133236,1354654
2021-05-18,974.85791015625,990.6346668789009,970.2948340795109,975.6831914471018,1641850
2021-05-19,987.4793090820312,999.9065863177145,971.0229857372834,971.0229857372834,2428475
2021-05-20,995.6348266601562,1000.9746526441942,981.5571036113291,992.430942921265,2175661
2021-05-21,983.6443481445312,1004.7609291607697,979.0812130389181,1000.1006707717581,1338498
2021-05-24,984.2268676757812,991.848230814897,979.7122645057011,981.5569550877581,1249942
2021-05-25,992.86767578125,995.1492136900662,976.8967326465971,992.1395178200133,1206169
2021-05-26,993.5474243164062,1012.7222541384461,987.867814882308,992.9163895224273,1810026
2021-05-27,1001.55712890625,1007.673704095855,985.5376513780863,993.8872327958436,1905884
2021-05-28,992.4308471679688,1004.2269715127076,986.7511790692563,1002.9163107825093,1211293
2021-05-31,968.8870239257812,1001.9453844988503,954.906366950645,999.0327525671676,6480864
2021-06-01,942.0422973632812,979.2268886684316,931.314114309294,973.8385311330278,4967258
2021-06-02,938.304443359375,955.5860486435885,934.7121852492911,942.7219235284982,3288729
2021-06-03,939.6635131835938,944.9548059939822,933.9839050317287,941.7509229529904,1289116
2021-06-04,931.1199951171875,946.1200633867019,928.207362803016,944.6637472296161,1524773
2021-06-07,931.5568237304688,939.8092812622134,928.5956596441376,935.9743038518136,1716989
2021-06-08,943.789794921875,946.0228601068608,922.8188690494802,933.1101446751162,2098049
2021-06-09,931.0228881835938,953.4016002482776,924.7121851269605,946.5569264768446,2811183
2021-06-10,935.9257202148438,949.0325638070641,932.0907430159608,932.3334623417427,1697605
2021-06-11,980.3920288085938,986.8483874991684,933.49866022451,940.7802410374937,6844140
2021-06-14,965.3433227539062,988.3531274548266,953.6927947288984,985.0521208113478,3167944
2021-06-15,964.809326171875,974.5180992654284,958.9355303018048,968.013209441218,1403323
2021-06-16,958.8385009765625,980.1007398380726,952.2850784962187,965.0521400683945,2971468
2021-06-17,933.6927490234375,960.3433438378133,919.3237762538339,950.1976637909559,2763925
2021-06-18,924.712158203125,940.3917920942563,891.0227017840054,933.0131478228594,2778336
2021-06-21,926.9451293945312,928.7412287492142,903.8867928424285,914.566443456034,1212601
2021-06-22,924.8577270507812,938.6927290959652,919.8577443223749,927.0907923308607,2124243
2021-06-23,916.8966064453125,929.1296375310621,912.8674416808581,925.4403153986656,1375688
2021-06-24,910.8771362304688,922.0422256893878,905.3431235166919,913.2072063020877,1485049
2021-06-25,922.67333984375,931.1199853174805,912.2364074944805,912.6247821686784,1758141
2021-06-28,939.6150512695312,944.469437832463,924.372265610396,924.372265610396,1811884
2021-06-29,939.0325927734375,951.3627470750382,935.4403346962961,940.2947214876625,1243208
2021-06-30,937.0908203125,946.6054063918833,935.2461296636507,940.8772063834775,915691
2021-07-01,939.8577270507812,949.5179677149523,928.2557318514058,937.1878145648752,1826444
2021-07-02,965.2462158203125,983.4986970633446,944.7121373858718,951.2170270955695,7466674
2021-07-05,973.4015502929688,977.3821827489971,965.7316552325875,977.3821827489971,1479231
2021-07-06,951.84814453125,974.7608254911295,947.3335413077385,972.8190708586769,1184271
2021-07-07,937.0908203125,952.8190450702336,933.9840009733249,946.6054063918833,1620439
2021-07-08,924.0325317382812,945.1491144178794,919.760647631072,937.9645982169325,1348610
2021-07-09,921.0713500976562,928.1587428726642,914.5664600272486,922.8189174691081,1235964
2021-07-12,913.3042602539062,928.158670641727,911.9450083720839,928.158670641727,1312502
2021-07-13,929.0811157226562,936.8966667387391,910.8771649440538,914.6635511514118,1726935
2021-07-14,934.9063110351562,948.0131546292982,930.9742698084433,941.7509841716786,2120684
2021-07-15,928.0617065429688,938.3529830157662,926.7024545147945,936.993730987592,619668
2021-07-16,947.1393432617188,950.343226517435,927.6247331297349,929.1295811013056,2252693
2021-07-19,936.99365234375,946.6053612533817,931.2169798529883,937.9645296373433,759192
2021-07-20,937.382080078125,949.7607662728387,932.5276933351,937.9645827842278,1710472
2021-07-22,943.789794921875,945.5374214592807,935.051899265436,943.692730895418,523670
2021-07-23,935.634521484375,947.5763011327763,932.3335147650732,945.7316104500516,553340
2021-07-26,925.0519409179688,940.2461953733832,923.7898121958211,940.2461953733832,753421
2021-07-27,879.0324096679688,928.9840038102167,874.9547127920814,926.3140909966497,3085996
2021-07-28,888.4498901367188,893.2072131270877,851.5080167061999,887.4790127311459,2756688
2021-07-29,881.7993774414062,896.2168827832171,878.6925579842467,893.2071866183251,1240670
2021-07-30,889.9061889648438,902.8674376321527,876.7022802085077,886.4595860935169,1528530
2021-08-02,891.5565795898438,897.7702177818759,886.0711586033837,893.3041468133385,1008260
2021-08-03,890.197509765625,900.4887864794717,887.6731929766968,893.2072059958103,1248612
2021-08-04,880.14892578125,900.8771945479773,878.1586388934428,890.2946068162378,1254393
2021-08-05,881.6536254882812,902.9158614116791,871.6050694433709,882.5274387346412,1791905
2021-08-06,875.0516967773438,886.0225983924804,873.3041294925902,886.0225983924804,757692
2021-08-09,861.8478393554688,876.6537190101213,855.5371365518464,873.7896189631009,1181900
2021-08-10,853.8865966796875,872.6245169667798,845.9253908625258,864.0808084649482,1183982
2021-08-11,831.5565185546875,858.0614605344967,826.119628651321,857.2847704422524,2140873
2021-08-12,802.1387939453125,839.2263166610178,798.1581616749372,836.8961875633521,4086652
2021-08-13,739.12890625,798.0611725725176,732.0415135275891,782.5271351501815,20460478
2021-08-16,716.5559692382812,746.0706624422278,713.0123026981904,743.6920012394755,6719365
2021-08-17,710.148193359375,732.5269026559158,707.0899062456259,717.72102423908,5659280
2021-08-18,700.6336669921875,725.0511969177071,695.1481862329592,711.6045692529931,7732484
2021-08-20,661.2645874023438,700.002620183523,657.2840136813386,700.002620183523,8306985
2021-08-23,663.0607299804688,705.0511773910794,658.4005303274693,691.4588938361996,12977112
2021-08-24,668.1577758789062,671.1674718336279,641.0702752558182,665.0509566386995,9566077
2021-08-25,676.4102172851562,688.1578087475158,664.5655025395688,672.9150234995346,5847568
2021-08-26,678.740234375,687.2840012362517,673.4004097155389,679.5655155587748,4731473
2021-08-27,690.8050537109375,698.5887726259904,679.1781117045649,687.8861591177927,7231441
2021-08-30,696.6915893554688,698.3456417633054,686.9133028002697,694.6970229453152,3231421
2021-08-31,707.6373901367188,709.2914424144243,693.9186082144173,699.65906573872,3877654
2021-09-01,710.1670532226562,714.8372725299837,699.9022267573616,709.2913611215683,2486589
2021-09-02,726.6588745117188,728.9940142272353,707.9292985706119,711.237403270082,3636943
2021-09-03,737.41015625,739.3560861417957,721.8427171156346,727.7777795315844,2650092
